"","EBIT","Operating.Cash.Flow","Operating.Income","EBITDA","Free.Cash.Flow","Gross.Profit","Net.Income.Com","Consolidated.Income","Stock.based.compensation","Dividends.per.Share.Growth","Days.Payables.Outstanding","daysOfInventoryOutstanding"
"1",1.021e+09,1.087e+09,9.28e+08,1.231e+09,9.11e+08,2.687e+09,3.16e+08,3.16e+08,7e+07,0.1288,25.2544,57.6394
"2",2.94e+09,3.533e+09,2.656e+09,5.099e+09,9.95e+08,2.4141e+10,1.412e+09,1.412e+09,8.6e+07,0,14.5292,13.9802
"3",611852000,811028000,604275000,850036000,619201000,4219413000,423847000,423847000,27760000,0,120.877,23.8102
"4",7.2903e+10,7.7434e+10,7.0898e+10,8.3806e+10,6.4121e+10,1.01839e+11,5.9531e+10,5.9531e+10,5.34e+09,0.1333,76.8054,67.3325
"5",6.341e+09,1.3427e+10,6.383e+09,8.106e+09,1.2789e+10,2.5035e+10,5.687e+09,5.687e+09,4.21e+08,0.4023,132.9593,59.9994
"6",1394635000,1411388000,1443685000,1713118000,1074977000,4612317000,1658405000,1615892000,62316000,0.0411,58.3273,24.5903
"7",3.733e+09,6.3e+09,3.65e+09,7.011e+09,4.906e+09,1.7872e+10,2.368e+09,2.368e+09,4.77e+08,0.0566,35.5116,61.8559
"8",5672945000,6026691000,5898779000,6599721000,5407504000,12493364000,4059907000,4214594000,976908000,0.0992,12.0098,66.7481
"9",2883118000,4029304000,2840369000,3229610000,3762725000,7835009000,2590774000,2590774000,609562000,0,7.5287,53.1767
"10",1892106000,2442361000,1881735000,2691169000,2187485000,4233302000,1495432000,1495432000,151165000,0.0678,15.3582,37.655
"11",2.419e+09,-4.784e+09,1.845e+09,3.36e+09,-5.626e+09,4.181e+09,1.81e+09,1.815e+09,1.09e+08,0.0469,46.3646,12.6676
"12",2385300000,2515200000,2557400000,2762900000,2044800000,5516800000,1884900000,1884900000,175400000,0.125,3.7081,55.0388
"13",1894300000,2754900000,1894300000,2381600000,2555100000,3570300000,963100000,963100000,80800000,0.0962,22.7774,110.3545
"14",-509100000,9e+05,-509100000,-400700000,-49800000,1753200000,-566900000,-566900000,261400000,0,16.8071,77.7706
"15",1.453e+09,2.17e+09,1.357e+09,2.391e+09,-1.68e+08,2.312e+09,8.15e+08,8.21e+08,2e+07,0.0394,47.4018,48.5622
"16",3023500000,5223200000,2682700000,5310100000,-1087700000,5039900000,1923800000,1931300000,0,0.0586,42.2408,43.4172
"17",2.967e+09,2.343e+09,2.115e+09,3.97e+09,2.22e+08,2.573e+09,1.203e+09,1.565e+09,0,0.0833,45.183,54.2264
"18",4.205e+09,6.014e+09,4.205e+09,4.205e+09,6.014e+09,9.758e+09,2.92e+09,2.92e+09,0,0.1954,17.6478,14.2759
"19",-5955900000,5640100000,-6247600000,792700000,5.417e+09,1.3596e+10,-5142800000,-5086200000,239800000,0.0286,110.6786,66.3096
"20",1.457e+09,6.1e+07,1.573e+09,6.819e+09,6.1e+07,1.6223e+10,-6e+06,6.1e+07,0,0,0,84.809
"21",853834000,396388000,215756000,1231620000,514732000,643588000,656597000,716603000,8550000,0.0552,0,0
"22",432200000,656700000,433800000,559100000,5.74e+08,5.715e+09,236800000,252600000,57100000,0.0605,259.277,489.6579
"23",575400000,765100000,7.69e+08,994400000,640700000,4214300000,633500000,675900000,55300000,0.0513,302.1594,255.6948
"24",386291000,1008327000,362499000,820811000,602586000,1760989000,298373000,298373000,183813000,0,13.3239,64.528
"25",890793000,546165000,701112000,1091491000,-153826000,1217256000,693562000,739139000,15228000,0.0469,56.51,71.1378
"26",457958000,554681000,466564000,512685000,331369000,1447867000,400235000,400235000,70763000,0,11.9265,81.4843
"27",6.76e+08,1.195e+09,6.43e+08,1.074e+09,2.35e+08,4.415e+09,4.37e+08,4.37e+08,4.7e+07,0.0667,5.8301,16.1653
"28",3.076e+09,5.175e+09,8.939e+09,3.587e+09,4.898e+09,1.4349e+10,2.104e+09,2.252e+09,0,0.2432,0,56.4162
"29",528700000,457800000,525800000,614900000,408900000,1173300000,434900000,435400000,19600000,0.3125,31.3999,43.412
"30",340400000,4.26e+08,386100000,745700000,2.13e+08,3756900000,77600000,77600000,2.03e+08,0,61.6874,81.4871
"31",4.928e+09,3.787e+09,4.796e+09,5.385e+09,3.165e+09,7.817e+09,3.313e+09,3.313e+09,2.58e+08,0.5,57.5648,49.1448
"32",4.49e+08,3.4e+07,4.51e+08,6.19e+08,-1.29e+08,2.447e+09,3.37e+08,3.37e+08,1.37e+08,0,58.6819,69.6178
"33",1069925000,925518000,1075540000,1269415000,846012000,1659562000,777933000,777933000,27315000,0.5556,30.0964,55.1988
"34",505500000,1140600000,7.67e+08,527500000,1121900000,2378400000,243600000,532300000,101100000,0.5,114.5766,61.4779
"35",1.0937e+10,1.1296e+10,1.0263e+10,1.2883e+10,1.0558e+10,1.9646e+10,8.394e+09,8.394e+09,3.11e+08,0.1478,18.552,55.0259
"36",3.403e+09,2.597e+09,3.403e+09,3.601e+09,2.435e+09,1.0533e+10,2.098e+09,2.098e+09,1.44e+08,0.0895,52.9513,175.8882
"37",1951700000,3748300000,1.905e+09,4062500000,2835100000,5262300000,1.227e+09,1264700000,137500000,0.2023,24.9315,22.5178
"38",1.2687e+10,3.0723e+10,1.2421e+10,2.8028e+10,1.94e+10,9.3731e+10,1.0073e+10,1.0073e+10,5.418e+09,0,59.8577,26.1376
"39",487085000,486437000,476574000,546340000,464675000,1137751000,419375000,419375000,83346000,0,2.2439,150.6156
"40",5.821e+09,3.827e+09,5.832e+09,6.953e+09,2.619e+09,2.021e+10,3.75e+09,3.75e+09,2.26e+08,0.1111,52.3653,36.8586
"41",1.558e+09,1.686e+09,1.544e+09,2.327e+09,1.446e+09,1.077e+10,1.134e+09,1.174e+09,3.38e+08,0.3901,65.8491,93.5376
"42",566200000,448900000,5.45e+08,638100000,363700000,1305500000,444200000,444200000,10100000,0.3571,62.2626,74.1129
"43",1.19e+09,3.777e+09,1.36e+09,3.595e+09,1.1e+07,2.438e+09,4e+07,2.86e+08,0,0,35.2184,59.31
"44",2152600000,2554700000,1965600000,3123300000,986300000,2740700000,1497800000,1532900000,38800000,0.4365,74.2981,64.5991
"45",1678200000,1112700000,1686900000,1977900000,807100000,2654900000,1.205e+09,1216900000,55600000,0.2571,39.6284,79.7375
"46",1.458e+09,1.628e+09,1.473e+09,2.134e+09,7.82e+08,2.729e+09,1.067e+09,1.107e+09,5.8e+07,-0.952,59.017,62.8857
"47",536807000,570339000,371962000,1014468000,-356829000,946339000,363983000,402793000,35019000,0.0812,269.9315,2.6941
"48",1.246e+09,2.17e+08,1.325e+09,1.822e+09,-5.51e+08,2.617e+09,6.42e+08,6.42e+08,5e+07,0,55.4506,39.016
"49",1.948e+09,1.79e+09,1.988e+09,2.457e+09,1.659e+09,4.983e+09,1.813e+09,1.813e+09,2.09e+08,0.1333,12.3127,50.37
"50",1195339000,1301111000,821890000,1826535000,-264395000,1513975000,974525000,974175000,20280000,0.0352,0,0
"51",4.803e+09,8.88e+09,5.135e+09,8.884e+09,8.484e+09,1.0733e+10,1.2259e+10,1.261e+10,1.227e+09,0.7157,14.1987,58.213
"52",611300000,457900000,7.88e+08,792300000,210700000,1915500000,467400000,467400000,34300000,-0.0905,52.5398,60.6566
"53",1.416e+09,1.386e+09,1.379e+09,1.961e+09,-2.87e+08,1.961e+09,5.67e+08,5.65e+08,0,0.0988,18.5683,51.673
"54",8.122e+09,8.93e+09,8.122e+09,9.415e+09,7.62e+09,3.6986e+10,6.921e+09,6.921e+09,2.83e+08,0.0992,120.9397,574.6189
"55",459400000,351500000,460800000,539700000,307900000,1485400000,349600000,349600000,32300000,0,44.741,63.2683
"56",1810856000,2080292000,1810856000,2155940000,1558045000,5973746000,1337536000,1337536000,43674000,0,143.4284,8.3967
"57",1.2079e+10,1.5322e+10,1.1912e+10,1.4193e+10,1.372e+10,1.9637e+10,1.046e+10,1.046e+10,2.02e+08,0.2042,46.618,60.5717
"58",3.4584e+10,3.952e+10,3.7866e+10,3.6647e+10,3.952e+10,9.1247e+10,2.6696e+10,2.8147e+10,1.729e+09,0.3846,0,263.2647
"59",1.732e+09,2.096e+09,1.599e+09,2.517e+09,1.415e+09,4.781e+09,1.624e+09,1.624e+09,1.15e+08,0.1967,92.8984,59.4392
"60",4.04e+09,4.349e+09,4.06e+09,4.595e+09,4.349e+09,1.0992e+10,3.063e+09,3.257e+09,1.41e+08,0.2381,180.408,0
"61",1.893e+09,2.141e+09,1.843e+09,2.576e+09,1.453e+09,9.876e+09,1e+09,1e+09,1.29e+08,-0.1338,42.197,9.0837
"62",1.879e+09,2.865e+09,1.497e+09,3.857e+09,1.97e+09,7.262e+09,1.59e+08,3.11e+08,4e+08,0.0274,105.3917,52.9585
"63",2285600000,2229700000,2118600000,2442700000,2123200000,6319100000,764400000,742700000,117800000,3.9,13.1061,48.9759
"64",9.84e+08,3.062e+09,9.89e+08,1.002e+09,3.062e+09,4.614e+09,8.65e+08,8.7e+08,0,0,205.8901,557.6581
"65",5856300000,6187700000,5888600000,6872900000,5414100000,11636600000,4430700000,4.474e+09,157500000,0,10.0523,67.4331
"66",5.204e+09,5.996e+09,5.181e+09,6.543e+09,4.911e+09,1.6392e+10,4.097e+09,4.254e+09,0,0.2093,439.3494,0
"67",5.565e+09,3.075e+09,5.457e+09,5.785e+09,2.871e+09,1.1525e+10,4.305e+09,4.302e+09,5.64e+08,0.2093,33.2145,68.3057
"68",9.41e+08,1.566e+09,9.35e+08,1.643e+09,7.5e+08,2.306e+09,4.54e+08,4.53e+08,0,0.0959,97.0928,56.5303
"69",5.941e+09,5.94e+09,5.968e+09,6.578e+09,4.989e+09,1.6014e+10,4.92e+09,4.947e+09,2.21e+08,0.0256,30.6095,96.5039
"70",1.663e+09,3.1e+08,1.506e+09,2.557e+09,8e+06,7.01e+09,1.671e+09,1.671e+09,1.4e+08,0,12.968,59.7496
"71",1200700000,1126500000,1189900000,1.632e+09,579900000,2229400000,930700000,984600000,52900000,0.1525,74.32,68.9124
"72",961015000,1150245000,925497000,1606664000,42034000,1704062000,582847000,712563000,40117000,0.1475,37.1633,22.3842
"73",2.3402e+10,3.6952e+10,2.3445e+10,2.7156e+10,3.339e+10,6.5286e+10,1.8045e+10,1.808e+10,0,0.6042,323.502,177.6052
"74",1.119e+09,1.198e+09,1.148e+09,1.497e+09,1.15e+09,3.635e+09,4.76e+08,4.76e+08,1.2e+08,0.420080728051392,59.8663490364026,68.9664192719486
"75",1141700000,954200000,1033500000,1398700000,710600000,2351500000,808400000,811800000,37900000,-0.0544,41.6253,26.1808
"76",9.8e+07,2.768e+09,1.03e+08,1.13e+09,2.384e+09,7.181e+09,2.56e+08,2.59e+08,8.5e+07,0.0293,52.4973,20.81
"77",8.249e+09,6.558e+09,8.293e+09,1.1015e+10,4.578e+09,1.7003e+10,6.147e+09,6.148e+09,0,0.0581,47.0307,212.7688
"78",5.298e+09,5.48e+09,5.298e+09,5.637e+09,5.48e+09,1.406e+10,3.962e+09,3.962e+09,0,0.0284,210.1285,140.7811
"79",610700000,534700000,599400000,814700000,498400000,1216900000,422100000,425200000,35100000,0.1154,36.8586,37.8736
"80",2.7e+09,1.426e+09,2.699e+09,2.923e+09,1.261e+09,5.403e+09,1.96e+09,1.96e+09,1.46e+08,0,5.0548,101.6236
"81",1.332e+09,2.502e+09,1.432e+09,2.86e+09,7.61e+08,3.576e+09,5.58e+08,6.71e+08,1.03e+08,0.0962,21.0668,125.6602
"82",3.4e+09,5.549e+09,3.325e+09,5.417e+09,2.189e+09,7.792e+09,3.152e+09,3.152e+09,6.5e+07,0.2188,14.1121,6.9207
"83",399529000,604751000,396209000,518250000,543248000,1879275000,345777000,345777000,167715000,0,43.7937,51.7369
"84",5.573e+09,5.171e+09,5.191e+09,6.208e+09,4.841e+09,1.4694e+10,4.046e+09,4.046e+09,9.54e+08,0,9.9843,49.3482
"85",800851000,1454009000,774785000,1443442000,733388000,4428977000,630059000,630059000,95423000,0,19.9652,80.4974
"86",6.5e+08,1.497e+09,7.3e+08,1.538e+09,1.101e+09,9.17e+08,2.9e+08,4.28e+08,2.2e+07,0,44.9142,19.3667
"87",2.154e+09,1.767e+09,2.183e+09,2.643e+09,1.298e+09,5.802e+09,1.692e+09,1.721e+09,4.1e+07,0.5313,0,0
"88",798900000,763600000,791700000,9.4e+08,703200000,1840800000,568600000,568600000,23300000,0.1447,63.8369,30.3998
"89",1.35e+09,2e+09,8.82e+08,2.495e+09,2.111e+09,3.012e+09,7.75e+08,8.77e+08,3.2e+07,0,27.2207,44.4878
"90",912083000,792896000,912083000,1008812000,729025000,2705235000,664505000,664505000,77403000,0.0387,21.3108,47.4585
"91",4.95e+09,1.1767e+10,5.336e+09,1.5268e+10,2.172e+09,4.3634e+10,1.23e+09,1.506e+09,2.9e+08,0,73.6541,14.4966
"92",4.07e+09,3.77e+09,4.16e+09,4.765e+09,3.242e+09,1.6329e+10,2.637e+09,2.646e+09,0,0,113.0487,119.8911
"93",3.04e+08,1.181e+09,3.04e+08,3.67e+08,1.161e+09,1.917e+09,2.87e+08,2.87e+08,2.8e+07,-0.152,0,160.3246
"94",3.449e+09,3.056e+09,3.694e+09,3.96e+09,2.62e+09,9.231e+09,2.4e+09,2.558e+09,1.09e+08,0.044,28.6947,32.8744
"95",1.139e+09,9.76e+08,1.139e+09,1.305e+09,7.82e+08,2.675e+09,8.23e+08,8.23e+08,5.3e+07,0.0875,59.6612,35.7609
"96",1.535e+09,1.616e+09,1.535e+09,1.655e+09,1.526e+09,3.329e+09,1.227e+09,1.235e+09,4.8e+07,0.6881,0,0
"97",1.8653e+10,2.4297e+10,1.9009e+10,2.9329e+10,1.1985e+10,9.4507e+10,1.1731e+10,1.1862e+10,8.26e+08,0.9387,32.8051,42.8853
"98",2.934e+09,2440800000,2607600000,3182700000,2324100000,4309400000,1962200000,1963700000,96500000,-0.259,9.825,46.8637
"99",268436000,621552000,258368000,470415000,334162000,910992000,176553000,176553000,69164000,0,8.4833,4.675
"100",2.821e+09,2.378e+09,2.438e+09,3.432e+09,1.614e+09,5.737e+09,2.141e+09,2.187e+09,5.3e+07,0.0546,43.3314,59.3618
"101",1.533e+09,1.703e+09,1.465e+09,2.466e+09,-3.71e+08,2.398e+09,6.57e+08,6.59e+08,0,0.0728,38.927,152.5215
"102",1.717e+09,1.234e+09,1.458e+09,2.212e+09,5.59e+08,8.421e+09,9e+08,8.94e+08,1.45e+08,0,24.596,31.2687
"103",8.75e+08,2.136e+09,8.31e+08,2.118e+09,4.85e+08,2.074e+09,3.33e+08,3.68e+08,0,0.0364,42.7425,54.0485
"104",7.308e+09,1.2978e+10,7.318e+09,9.704e+09,1.2104e+10,2.222e+10,5.71e+09,6.015e+09,1.7e+08,0,0,0
"105",771338000,1104903000,770664000,1188817000,210433000,1414931000,557043000,557043000,31443000,0.4706,40.3573,60.4516
"106",1.374e+09,-3.1e+08,1.466e+09,1.964e+09,-5.67e+08,2.283e+09,1.032e+09,1.032e+09,9.3e+07,0.420080728051392,59.8663490364026,68.9664192719486
"107",414600000,668900000,403100000,689700000,475300000,1632300000,139900000,139900000,43200000,0,41.4891,53.9977
"108",1.066e+10,1.2934e+10,1.1044e+10,1.6616e+10,6.184e+09,1.8172e+10,6.257e+09,6.305e+09,0,0.0943,36.7102,38.3313
"109",4.556e+09,5.774e+09,4.48e+09,5.993e+09,2.805e+09,1.8424e+10,3.134e+09,3.179e+09,5.44e+08,-0.7596,28.9703,4.3029
"110",71500000,413700000,153300000,808500000,-32700000,5790200000,-168800000,-127800000,30600000,-0.2308,74.9031,59.6552
"111",5.5e+08,1.305e+09,1.01e+09,9.44e+08,8.98e+08,2.374e+09,2.61e+08,2.61e+08,6.1e+07,0,38.9002,31.065
"112",5.07e+08,2.738e+09,4.54e+08,1.26e+09,2.204e+09,7.767e+09,3.6e+08,3.6e+08,9.97e+08,0,2.6319,135.7842
"113",1.3982e+10,1.3666e+10,1.2309e+10,1.6174e+10,1.2891e+10,3.0606e+10,1.1e+08,1.1e+08,1.576e+09,0.1273,14.088,113.8359
"114",4.943e+09,4.641e+09,4.773e+09,6.274e+09,3.215e+09,4.773e+09,3.309e+09,3.309e+09,0,0.1282,28.2763,30.0939
"115",1009830000,964160000,949834000,1289246000,692461000,2908523000,842586000,842586000,112835000,0.218,12.1208,45.3434
"116",6.14e+08,7.032e+09,5.7e+08,5.734e+09,4.015e+09,1.2581e+10,-1.733e+09,-1.733e+09,1.86e+08,0,30.0962,37.3361
"117",2.826e+09,2.592e+09,2.801e+09,3.324e+09,2.215e+09,6.287e+09,2.101e+09,2.101e+09,2.67e+08,0.7778,4.8667,73.7243
"118",709617000,1035345000,677960000,851513000,965991000,2540100000,575667000,575667000,203619000,-0.9804,9.2727,84.4928
"119",4.027e+09,8.865e+09,4.021e+09,6.745e+09,6.828e+09,3.1538e+10,-5.94e+08,-5.96e+08,2.8e+08,0,16.7419,33.073
"120",2.1287e+10,3.0618e+10,2.1323e+10,4.0706e+10,1.9218e+10,4.635e+10,1.4824e+10,1.486e+10,0,0.037,30.6173,37.2858
"121",3.038e+09,2.558e+09,2.098e+09,4.516e+09,-1.64e+08,3.201e+09,2.286e+09,2.286e+09,8.2e+07,0,26.643,73.0703
"122",4.52e+09,4.773e+09,3.601e+09,6.8e+09,3.68e+08,5.624e+09,2.447e+09,2.549e+09,0,0.1005,24.9596,56.8008
"123",5.462e+09,7.014e+09,5.264e+09,7.791e+09,1.846e+09,2.6493e+10,3.935e+09,3.935e+09,0,0.2894,24.4439,19.0065
"124",5298900000,1820300000,5274300000,7.226e+09,352900000,11786500000,2368400000,2370600000,83800000,0.075,100.049,330.3961
"125",3.544e+09,5.191e+09,3.597e+09,3.979e+09,4.937e+09,7.674e+09,2.689e+09,2.742e+09,0,0.1538,0,0
"126",2004316000,1802108000,2007818000,2408547000,1157080000,7221359000,1538960000,1538960000,34323000,0.04,31.2542,0
"127",1.085e+09,1.2e+09,1.101e+09,1.394e+09,8.17e+08,2.605e+09,7.36e+08,7.88e+08,6.1e+07,0.0833,49.4841,49.0479
"128",2.058e+09,545200000,2011900000,2120400000,406900000,3669900000,1460300000,1462300000,55800000,0.25,14.1907,0
"129",3450200000,4.022e+09,3403800000,4757900000,3372600000,11107100000,2650900000,2650900000,151400000,0.1429,31.4267,64.0277
"130",1.4835e+10,1.4295e+10,1.4804e+10,1.7846e+10,9.83e+09,2.6708e+10,1.2598e+10,1.3066e+10,3.93e+08,0.0769,58.2131,57.3226
"131",1.664e+09,2.576e+09,1.85e+09,3.062e+09,2.429e+09,6.618e+09,5.94e+08,6.81e+08,8e+07,0,11.2409,90.6188
"132",1.684e+09,2.576e+09,2.6e+09,6.437e+09,2.429e+09,6.618e+09,6.14e+08,6.14e+08,8e+07,0.420080728051392,59.8663490364026,68.9664192719486
"133",2123781000,2517841000,2147621000,2835805000,2123903000,4354553000,1575091000,1655491000,36261000,0,6.2637,17.1457
"134",654859000,1385324000,549787000,1425134000,60162000,1959897000,249930000,341115000,27159000,0.086,139.5204,35.8977
"135",2005800000,1510200000,1999100000,2.617e+09,878300000,7021900000,1714300000,1714300000,65700000,0,19.2759,0
"136",835472000,798635000,843112000,1118052000,633549000,2559556000,570267000,570267000,23698000,0.044,50.6111,64.3051
"137",477563000,484407000,438912000,733813000,-227428000,595617000,383729000,387268000,0,-0.4969,35.5377,63.4613
"138",7.59e+08,1001300000,766800000,1072100000,608600000,1745400000,5.96e+08,5.96e+08,42800000,0.125,12.5128,3.781
"139",1.777e+09,2.68e+09,1.594e+09,2.901e+09,-3.3e+07,3.15e+09,1.12e+09,1.118e+09,0,0.07,34.1321,45.946
"140",5.208e+09,7.186e+09,5.087e+09,9.904e+09,-2.203e+09,9.25e+09,2.666e+09,2.644e+09,0,0.0415,51.9047,14.3196
"141",905229000,1771640000,1530308000,1496264000,784502000,3209338000,159394000,333040000,73061000,0,14.8265,74.5181
"142",3.814e+09,2.704e+09,1.514e+09,5.472e+09,1.211e+09,4.146e+09,3.064e+09,3.224e+09,1.61e+08,0.25,47.4357,29.0735
"143",1.829e+09,2.567e+09,1.535e+09,3.843e+09,2.343e+09,5.416e+09,1.751e+09,1.782e+09,9.3e+07,0,25.4104,92.0519
"144",1.449e+09,1.692e+09,1.434e+09,1.585e+09,1.585e+09,3.873e+09,1.043e+09,1.043e+09,2.42e+08,0,3.4019,27.2864
"145",2.72e+09,2.658e+09,2.222e+09,3.416e+09,2.007e+09,8.364e+09,2.53e+09,2.53e+09,5.38e+08,0,9.7143,24.1839
"146",2015700000,2277700000,1.947e+09,2.954e+09,1460600000,6042300000,1429100000,1440300000,94400000,0.1118,31.2441,66.253
"147",2.602e+09,2.695e+09,2.664e+09,4.04e+09,-1.05e+09,6.237e+09,1.382e+09,1.382e+09,0,0.0362,35.1183,61.1243
"148",453300000,672200000,4.48e+08,769200000,350300000,1971700000,299800000,306300000,42500000,0,18.795,50.1807
"149",-3.07e+08,3.177e+09,-5.52e+08,1.633e+09,-1.332e+09,4.454e+09,-4.23e+08,-3.16e+08,0,0.0868,43.8046,34.4035
"150",2.099e+09,2.562e+09,2.055e+09,2.63e+09,1.933e+09,1.0839e+10,1.108e+09,1.117e+09,2.36e+08,0.1212,31.5304,39.6664
"151",1.541e+09,1.543e+09,1.499e+09,2.145e+09,1.015e+09,2.479e+09,1.08e+09,1.084e+09,0,0.1005,57.8189,53.3243
"152",2.805e+09,2.892e+09,2.826e+09,3.563e+09,2.275e+09,7.432e+09,2.203e+09,2.224e+09,2.16e+08,0.0104,40.7396,63.3844
"153",4486050000,7768608000,4469346000,7921458000,1692133000,9600224000,3419040000,3419040000,155337000,0.128,47.3242,40.4653
"154",954532000,1815426000,977383000,2182021000,-280748000,2466179000,365359000,365359000,180716000,0.14,54.4581,45.3488
"155",1071773000,1356295000,858560000,1861890000,986032000,1698800000,654445000,685192000,0,0.0714,43.7519,0
"156",-2712121000,2976256000,-2848473000,-905008000,-755508000,2665092000,-2244568000,-2007158000,25189000,130.025,84.876,99.4484
"157",1820777000,1783978000,1699930000,2640707000,-545469000,3244266000,1.033e+09,1040519000,0,0.0632,48.3888,50.5639
"158",610645000,826554000,450128000,1090529000,473787000,983657000,390153000,413599000,6266000,0.0629,48.6034,18.7433
"159",1.418e+09,1.686e+09,1.422e+09,1.662e+09,1.574e+09,2.873e+09,1.016e+09,1.052e+09,4.6e+07,0,1405.7518,1311.1034
"160",2.694e+09,2.658e+09,2.691e+09,3.597e+09,2.093e+09,7.098e+09,2.145e+09,2.146e+09,0,0.1,35.9781,65.1659
"161",533077000,2385247000,469365000,2573632000,-1885970000,3060685000,848661000,862555000,0,0.0229,49.5993,36.9462
"162",791300000,926800000,749600000,868700000,688100000,2783400000,722200000,722200000,7.1e+07,0,85.9458,52.6793
"163",3.684e+09,8.644e+09,3.898e+09,9.655e+09,1.05e+09,8.195e+09,2.01e+09,2.084e+09,0,0.055,38.5946,59.4691
"164",816738000,572804000,796563000,870757000,525545000,2620373000,618199000,619790000,56147000,0.0714,40.4657,70.9305
"165",6.83e+08,1.975e+09,7.14e+08,1.684e+09,1.097e+09,9.258e+09,4.06e+08,3.98e+08,2.03e+08,0.069,80.8835,69.9559
"166",602969000,677795000,588896000,812019000,186433000,879202000,415289000,447080000,11176000,0.0769,30.9486,0
"167",5.555e+09,1.5022e+10,3.203e+09,1.3863e+10,7.237e+09,1.4606e+10,3.677e+09,3.695e+09,1.91e+08,-0.0769,48.989,275.6588
"168",999600000,674200000,999200000,1137800000,507400000,2398900000,751900000,751900000,5100000,0.2031,14.2321,52.5104
"169",2.5361e+10,2.9274e+10,2.4913e+10,2.9676e+10,1.5359e+10,4.6483e+10,2.2111e+10,2.2112e+10,4.152e+09,0,8.8965,49.5945
"170",611100000,6.04e+08,595200000,760700000,453900000,1959400000,389600000,389800000,36100000,0.1111,30.5437,38.0432
"171",4.538e+09,3.863e+09,4.754e+09,6.292e+09,2.015e+09,5.183e+09,2.602e+09,2.894e+09,7.6e+07,0,51.4347,16.2436
"172",4.911e+09,4.674e+09,4.272e+09,8.006e+09,-9.89e+08,4.0992e+10,4.572e+09,4.572e+09,1.67e+08,0.25,16.6021,47.2966
"173",3.947e+09,1.41e+09,3.495e+09,5.331e+09,-1.265e+09,4.481e+09,9.81e+08,1.348e+09,0,0,31.2783,48.9757
"174",603760000,761068000,590899000,663251000,708603000,1799926000,453689000,453689000,157855000,0,9.7535,49.8765
"175",1.368e+09,1.993e+09,1.458e+09,2.788e+09,1.371e+09,2.854e+09,8.46e+08,8.81e+08,8.4e+07,0.1034,89.7442,83.1574
"176",1.758e+09,1.545e+09,1.753e+09,2.314e+09,1.185e+09,2.754e+09,1.187e+09,1.187e+09,7.3e+07,0,71.8341,65.7539
"177",2.765e+09,2.856e+09,2.765e+09,3.125e+09,2.779e+09,6.693e+09,2.118e+09,2.193e+09,1.27e+08,0.2333,0,0
"178",5.76e+08,8.13e+08,5.71e+08,7.49e+08,5.39e+08,2.456e+09,2.84e+08,2.84e+08,1.5e+07,0.1273,12.101,0
"179",323250000,374157000,332314000,389712000,343384000,900318000,282425000,282425000,34170000,0.0667,19.6296,66.5474
"180",490806000,162164000,521966000,707462000,32204000,669924000,224833000,292958000,43029000,0,26.6356,23.535
"181",229055000,190831000,255265000,341528000,113028000,1187836000,119671000,125050000,19912000,0.3333,39.8928,75.4666
"182",725400000,368400000,880500000,893600000,166300000,2086900000,502100000,511500000,2.3e+07,0.3561,61.4149,165.5076
"183",2.206e+09,1.317e+09,2.206e+09,4790731578.7234,3.676e+09,3.648e+09,2396006944.7983,2453998002.12766,2.04e+08,0,59.8663490364026,68.9664192719486
"184",2.172e+09,1.317e+09,2.252e+09,2.343e+09,1.102e+09,3.648e+09,2.187e+09,2.228e+09,0,0,63.236,65.8963
"185",352061000,516688000,349721000,596306000,148430000,627566000,233865000,249026000,0,0.0202,70.9405,56.7123
"186",-1016600000,-185400000,-917600000,-466200000,-553500000,2279900000,-1921600000,-1910800000,22400000,3,75.6088,71.8113
"187",3170900000,1344400000,1178400000,3431700000,1232100000,3321300000,2878900000,2913800000,50800000,0,39.9635,67.6014
"188",4.428e+09,3.148e+09,4.457e+09,5.191e+09,2.458e+09,6.715e+09,3.345e+09,3.345e+09,1.4e+08,0.1067,32.0597,104.2266
"189",-1.6713e+10,4.246e+09,-1.4557e+10,-8.489e+09,7.09e+08,2.6154e+10,-2.2802e+10,-2.2443e+10,0,-0.5595,42.7892,88.4986
"190",8.871e+09,8.4e+09,8.2e+09,1.03e+10,7.476e+09,1.7274e+10,5.455e+09,5.46e+09,8.45e+08,0.0962,13.0316,54.8811
"191",2.562e+09,2.841e+09,2419900000,3180800000,2219700000,5435600000,2.131e+09,2.163e+09,7.7e+07,0.0208,63.6809,39.0545
"192",1.694e+09,2.919e+09,1.359e+09,2.987e+09,6.09e+08,4.461e+09,1.066e+09,1.066e+09,0,0.1613,47.0717,62.7192
"193",9.143e+09,1.5256e+10,4.445e+09,2.2812e+10,6.495e+09,1.4095e+10,7.916e+09,8.005e+09,0,0,55.3449,145.162
"194",3.5027e+10,4.7971e+10,3.1392e+10,4.4062e+10,2.1341e+10,7.727e+10,3.0736e+10,3.0736e+10,9.353e+09,0.420080728051392,59.8663490364026,68.9664192719486
"195",3.4913e+10,4.7971e+10,2.6321e+10,4.3948e+10,2.293e+10,7.727e+10,3.0736e+10,3.0736e+10,9.353e+09,0,11.6794,55.5907
"196",1177537000,1145164000,1109715000,1419172000,927407000,5983787000,810474000,810474000,16484000,0.0667,77.8467,48.5815
"197",725160000,1106082000,737055000,1247973000,892792000,2271352000,452053000,484667000,57826000,-0.0698,127.5846,37.7755
