"","EBIT","Operating.Cash.Flow","Operating.Income","EBITDA","Free.Cash.Flow","Gross.Profit","Net.Income.Com","Consolidated.Income","Stock.based.compensation","Dividends.per.Share.Growth","Days.Payables.Outstanding","daysOfInventoryOutstanding","Feature.1","Feature.2","Feature.3","Feature.4","Enterprise.Value"
"1",1.021e+09,1.087e+09,9.28e+08,1.231e+09,9.11e+08,2.687e+09,3.16e+08,3.16e+08,7e+07,0.1288,25.2544,57.6394,1.322312593,-0.3226217926,-0.1135368496,-1.16636014,20205078950
"2",2.94e+09,3.533e+09,2.656e+09,5.099e+09,9.95e+08,2.4141e+10,1.412e+09,1.412e+09,8.6e+07,0,14.5292,13.9802,0.2149867415,-1.934115767,1.691741467,0.6841001511,43904270777
"3",611852000,811028000,604275000,850036000,619201000,4219413000,423847000,423847000,27760000,0,120.877,23.8102,1.69224894,-2.307023287,0.8871960044,0.2911383212,11627037994
"4",7.2903e+10,7.7434e+10,7.0898e+10,8.3806e+10,6.4121e+10,1.01839e+11,5.9531e+10,5.9531e+10,5.34e+09,0.1333,76.8054,67.3325,1.926322699,-0.2283466011,-0.07699194551,-1.013046503,1.14583e+12
"5",6.341e+09,1.3427e+10,6.383e+09,8.106e+09,1.2789e+10,2.5035e+10,5.687e+09,5.687e+09,4.21e+08,0.4023,132.9593,59.9994,1.20543313,-0.4972319901,0.6669899821,-0.2909937799,1.70923e+11
"6",1394635000,1411388000,1443685000,1713118000,1074977000,4612317000,1658405000,1615892000,62316000,0.0411,58.3273,24.5903,0.1419883072,-0.09284677356,0.419545114,-0.9359362721,22245701997
"7",3.733e+09,6.3e+09,3.65e+09,7.011e+09,4.906e+09,1.7872e+10,2.368e+09,2.368e+09,4.77e+08,0.0566,35.5116,61.8559,-0.3744578362,-0.6757110953,1.216313958,-0.1115066633,1.42516e+11
"8",5672945000,6026691000,5898779000,6599721000,5407504000,12493364000,4059907000,4214594000,976908000,0.0992,12.0098,66.7481,3.329297066,-0.9671343565,-0.7940058708,-1.376684546,1.09029e+11
"9",2883118000,4029304000,2840369000,3229610000,3762725000,7835009000,2590774000,2590774000,609562000,0,7.5287,53.1767,-0.9257280827,0.3737454116,0.9253681302,-0.7590430379,1.23364e+11
"10",1892106000,2442361000,1881735000,2691169000,2187485000,4233302000,1495432000,1495432000,151165000,0.0678,15.3582,37.655,-0.9385458231,-0.3678407669,1.351242185,-0.201289922,37620934663
"11",2.419e+09,-4.784e+09,1.845e+09,3.36e+09,-5.626e+09,4.181e+09,1.81e+09,1.815e+09,1.09e+08,0.0469,46.3646,12.6676,1.606159329,-2.736975908,0.9503974915,0.3808734417,24848600044
"12",2385300000,2515200000,2557400000,2762900000,2044800000,5516800000,1884900000,1884900000,175400000,0.125,3.7081,55.0388,-1.512396097,0.7521420121,1.434407115,-0.4409009516,59241240615
"13",1894300000,2754900000,1894300000,2381600000,2555100000,3570300000,963100000,963100000,80800000,0.0962,22.7774,110.3545,1.087991357,-0.8818132281,0.6695897579,-0.2796958983,918386181.8
"14",-509100000,9e+05,-509100000,-400700000,-49800000,1753200000,-566900000,-566900000,261400000,0,16.8071,77.7706,-0.4596833289,-1.964258552,1.893704295,0.7326030135,25730049960
"15",1.453e+09,2.17e+09,1.357e+09,2.391e+09,-1.68e+08,2.312e+09,8.15e+08,8.21e+08,2e+07,0.0394,47.4018,48.5622,0.7016282082,-0.2818151116,0.2469286919,-0.9594659209,24955414512
"16",3023500000,5223200000,2682700000,5310100000,-1087700000,5039900000,1923800000,1931300000,0,0.0586,42.2408,43.4172,-0.1528614908,-0.2772367001,0.6951594353,-0.7047929764,61508453730
"17",2.967e+09,2.343e+09,2.115e+09,3.97e+09,2.22e+08,2.573e+09,1.203e+09,1.565e+09,0,0.0833,45.183,54.2264,1.084805131,-0.697286427,0.9075000882,-0.05171756074,27022821546
"18",4.205e+09,6.014e+09,4.205e+09,4.205e+09,6.014e+09,9.758e+09,2.92e+09,2.92e+09,0,0.1954,17.6478,14.2759,1.43462801,-0.01712188125,0.07681401819,-0.9590414762,35972886958
"19",-5955900000,5640100000,-6247600000,792700000,5.417e+09,1.3596e+10,-5142800000,-5086200000,239800000,0.0286,110.6786,66.3096,-1.179868817,3.490352392,0.8524589539,-1.405496716,66972040344
"20",1.457e+09,6.1e+07,1.573e+09,6.819e+09,6.1e+07,1.6223e+10,-6e+06,6.1e+07,0,0,0,84.809,0.006787783466,-0.5090165138,1.349722624,0.1051426902,56856996203
"21",853834000,396388000,215756000,1231620000,514732000,643588000,656597000,716603000,8550000,0.0552,0,0,-0.9165484905,-0.844217658,1.51232481,0.05091589689,10626162479
"22",432200000,656700000,433800000,559100000,5.74e+08,5.715e+09,236800000,252600000,57100000,0.0605,259.277,489.6579,-1.307196379,0.4581913948,1.331939101,-0.4175699949,5928903946
"23",575400000,765100000,7.69e+08,994400000,640700000,4214300000,633500000,675900000,55300000,0.0513,302.1594,255.6948,-0.5528431535,-0.3276839852,1.303692222,-0.1334155351,14908752400
"24",386291000,1008327000,362499000,820811000,602586000,1760989000,298373000,298373000,183813000,0,13.3239,64.528,0.04270458966,0.5731273293,-0.07893763483,-1.640612602,9616383868
"25",890793000,546165000,701112000,1091491000,-153826000,1217256000,693562000,739139000,15228000,0.0469,56.51,71.1378,2.221940517,-1.534243822,-0.544334352,-1.282515883,9335177557
"26",457958000,554681000,466564000,512685000,331369000,1447867000,400235000,400235000,70763000,0,11.9265,81.4843,0.9116675258,-2.324282408,1.414755821,0.6302238107,16015769913
"27",6.76e+08,1.195e+09,6.43e+08,1.074e+09,2.35e+08,4.415e+09,4.37e+08,4.37e+08,4.7e+07,0.0667,5.8301,16.1653,-1.153128505,-0.1548604667,1.11863327,-0.5511098504,8369798611
"28",3.076e+09,5.175e+09,8.939e+09,3.587e+09,4.898e+09,1.4349e+10,2.104e+09,2.252e+09,0,0.2432,0,56.4162,1.662513375,-0.7091793418,-0.3780032992,-1.327523232,31386264770
"29",528700000,457800000,525800000,614900000,408900000,1173300000,434900000,435400000,19600000,0.3125,31.3999,43.412,-0.3900731206,2.491349459,0.1432994455,-1.802623034,8731094869
"30",340400000,4.26e+08,386100000,745700000,2.13e+08,3756900000,77600000,77600000,2.03e+08,0,61.6874,81.4871,-0.6689810157,-0.4557274878,0.9554166198,-0.5318328142,23363388092
"31",4.928e+09,3.787e+09,4.796e+09,5.385e+09,3.165e+09,7.817e+09,3.313e+09,3.313e+09,2.58e+08,0.5,57.5648,49.1448,4.161217213,-0.9514482021,-0.8662320971,-1.310514569,31869665014
"32",4.49e+08,3.4e+07,4.51e+08,6.19e+08,-1.29e+08,2.447e+09,3.37e+08,3.37e+08,1.37e+08,0,58.6819,69.6178,0.8549079895,-0.6017428637,0.8857728243,-0.1308104694,18543057207
"33",1069925000,925518000,1075540000,1269415000,846012000,1659562000,777933000,777933000,27315000,0.5556,30.0964,55.1988,-2.586739302,0.5590302348,1.721455455,-0.4389855862,17992989304
"34",505500000,1140600000,7.67e+08,527500000,1121900000,2378400000,243600000,532300000,101100000,0.5,114.5766,61.4779,2.444628477,-0.3059120178,-0.524006784,-1.382672668,6277245914
"35",1.0937e+10,1.1296e+10,1.0263e+10,1.2883e+10,1.0558e+10,1.9646e+10,8.394e+09,8.394e+09,3.11e+08,0.1478,18.552,55.0259,0.3697056174,-0.9592758417,0.4469305873,-0.7468941212,1.28672e+11
"36",3.403e+09,2.597e+09,3.403e+09,3.601e+09,2.435e+09,1.0533e+10,2.098e+09,2.098e+09,1.44e+08,0.0895,52.9513,175.8882,-1.33850944,3.380372763,1.021275043,-1.298984885,13348623815
"37",1951700000,3748300000,1.905e+09,4062500000,2835100000,5262300000,1.227e+09,1264700000,137500000,0.2023,24.9315,22.5178,1.751856089,-0.7373570204,-0.4646844268,-1.410367489,89535774732
"38",1.2687e+10,3.0723e+10,1.2421e+10,2.8028e+10,1.94e+10,9.3731e+10,1.0073e+10,1.0073e+10,5.418e+09,0,59.8577,26.1376,0.3740850389,-2.200248003,1.473700285,0.5210971832,7.26311e+11
"39",487085000,486437000,476574000,546340000,464675000,1137751000,419375000,419375000,83346000,0,2.2439,150.6156,0.6320668459,-1.740436792,1.143773675,0.2365680635,11166704973
"40",5.821e+09,3.827e+09,5.832e+09,6.953e+09,2.619e+09,2.021e+10,3.75e+09,3.75e+09,2.26e+08,0.1111,52.3653,36.8586,0.93739748,-0.39548558,0.6506345868,-0.4069021344,64998173410
"41",1.558e+09,1.686e+09,1.544e+09,2.327e+09,1.446e+09,1.077e+10,1.134e+09,1.174e+09,3.38e+08,0.3901,65.8491,93.5376,0.8591332436,1.352063298,0.3597195148,-1.038332462,40425100411
"42",566200000,448900000,5.45e+08,638100000,363700000,1305500000,444200000,444200000,10100000,0.3571,62.2626,74.1129,0.5095832348,0.286456883,-0.0465871878,-1.40731144,6833305437
"43",1.19e+09,3.777e+09,1.36e+09,3.595e+09,1.1e+07,2.438e+09,4e+07,2.86e+08,0,0,35.2184,59.31,2.666809559,-0.5556017756,-0.4155711532,-1.167219043,17493020603
"44",2152600000,2554700000,1965600000,3123300000,986300000,2740700000,1497800000,1532900000,38800000,0.4365,74.2981,64.5991,1.546167731,-0.008342020214,-0.1655355543,-1.252779722,37987938997
"45",1678200000,1112700000,1686900000,1977900000,807100000,2654900000,1.205e+09,1216900000,55600000,0.2571,39.6284,79.7375,0.2979237735,-0.5383532047,0.8093177676,-0.4165627658,26692524721
"46",1.458e+09,1.628e+09,1.473e+09,2.134e+09,7.82e+08,2.729e+09,1.067e+09,1.107e+09,5.8e+07,-0.952,59.017,62.8857,-0.05763128772,-0.1768005341,0.6758162379,-0.7062535882,19997988957
"47",536807000,570339000,371962000,1014468000,-356829000,946339000,363983000,402793000,35019000,0.0812,269.9315,2.6941,-0.6238895655,-0.5073097944,1.15108192,-0.301897347,17597490499
"48",1.246e+09,2.17e+08,1.325e+09,1.822e+09,-5.51e+08,2.617e+09,6.42e+08,6.42e+08,5e+07,0,55.4506,39.016,-0.9566572905,-1.055786967,1.447567582,-0.004627488554,12200466358
"49",1.948e+09,1.79e+09,1.988e+09,2.457e+09,1.659e+09,4.983e+09,1.813e+09,1.813e+09,2.09e+08,0.1333,12.3127,50.37,2.482999325,-0.7018250823,-0.2221205682,-0.9393137693,33981271937
"50",1195339000,1301111000,821890000,1826535000,-264395000,1513975000,974525000,974175000,20280000,0.0352,0,0,0.6049746275,-0.2643284798,0.1084886193,-1.143962741,30880036786
"51",4.803e+09,8.88e+09,5.135e+09,8.884e+09,8.484e+09,1.0733e+10,1.2259e+10,1.261e+10,1.227e+09,0.7157,14.1987,58.213,1.118478179,-0.2380068004,0.2220426947,-0.8829268813,1.04196e+11
"52",611300000,457900000,7.88e+08,792300000,210700000,1915500000,467400000,467400000,34300000,-0.0905,52.5398,60.6566,-1.85407865,0.09798064828,1.826925397,-0.02769181505,9523381578
"53",1.416e+09,1.386e+09,1.379e+09,1.961e+09,-2.87e+08,1.961e+09,5.67e+08,5.65e+08,0,0.0988,18.5683,51.673,2.88381958,0.6190600991,-0.7993429303,-1.759228706,24845952531
"54",8.122e+09,8.93e+09,8.122e+09,9.415e+09,7.62e+09,3.6986e+10,6.921e+09,6.921e+09,2.83e+08,0.0992,120.9397,574.6189,-1.273243427,0.3340659738,1.60150218,-0.1241264418,1.15442e+11
"55",459400000,351500000,460800000,539700000,307900000,1485400000,349600000,349600000,32300000,0,44.741,63.2683,-0.8623735309,-0.397683233,1.372729182,-0.1458292902,6368967555
"56",1810856000,2080292000,1810856000,2155940000,1558045000,5973746000,1337536000,1337536000,43674000,0,143.4284,8.3967,0.9255580306,-1.119005919,0.9492434263,0.009518110193,25089444634
"57",1.2079e+10,1.5322e+10,1.1912e+10,1.4193e+10,1.372e+10,1.9637e+10,1.046e+10,1.046e+10,2.02e+08,0.2042,46.618,60.5717,-0.7873858809,0.1855687201,0.9605734348,-0.6495876312,1.88426e+11
"58",3.4584e+10,3.952e+10,3.7866e+10,3.6647e+10,3.952e+10,9.1247e+10,2.6696e+10,2.8147e+10,1.729e+09,0.3846,0,263.2647,0.2293945402,-0.630379498,0.8030152917,-0.403806895,-33341189271
"59",1.732e+09,2.096e+09,1.599e+09,2.517e+09,1.415e+09,4.781e+09,1.624e+09,1.624e+09,1.15e+08,0.1967,92.8984,59.4392,1.022938848,-0.6627437472,0.3465251923,-0.6792545319,36670520488
"60",4.04e+09,4.349e+09,4.06e+09,4.595e+09,4.349e+09,1.0992e+10,3.063e+09,3.257e+09,1.41e+08,0.2381,180.408,0,4.642396927,0.7916874886,-0.5561760664,-1.215001464,58283247483
"61",1.893e+09,2.141e+09,1.843e+09,2.576e+09,1.453e+09,9.876e+09,1e+09,1e+09,1.29e+08,-0.1338,42.197,9.0837,-1.380149245,-0.5590786338,1.521769524,-0.1135332659,18106048326
"62",1.879e+09,2.865e+09,1.497e+09,3.857e+09,1.97e+09,7.262e+09,1.59e+08,3.11e+08,4e+08,0.0274,105.3917,52.9585,0.01465546153,-0.02197850309,0.8031156063,-0.5617792606,90980457694
"63",2285600000,2229700000,2118600000,2442700000,2123200000,6319100000,764400000,742700000,117800000,3.9,13.1061,48.9759,-1.360857487,-0.6172862649,1.3073107,-0.3520354331,9887906134
"64",9.84e+08,3.062e+09,9.89e+08,1.002e+09,3.062e+09,4.614e+09,8.65e+08,8.7e+08,0,0,205.8901,557.6581,-2.738532305,0.8623117208,1.707523584,-0.5715435743,3432965551
"65",5856300000,6187700000,5888600000,6872900000,5414100000,11636600000,4430700000,4.474e+09,157500000,0,10.0523,67.4331,1.039694786,-1.333937049,0.7001594901,-0.2031293362,63028642487
"66",5.204e+09,5.996e+09,5.181e+09,6.543e+09,4.911e+09,1.6392e+10,4.097e+09,4.254e+09,0,0.2093,439.3494,0,0.08142146468,-0.6168875694,0.394452095,-0.9176131487,-72628243310
"67",5.565e+09,3.075e+09,5.457e+09,5.785e+09,2.871e+09,1.1525e+10,4.305e+09,4.302e+09,5.64e+08,0.2093,33.2145,68.3057,3.033363819,1.130478978,0.1566740572,-0.6452487111,60527540579
"68",9.41e+08,1.566e+09,9.35e+08,1.643e+09,7.5e+08,2.306e+09,4.54e+08,4.53e+08,0,0.0959,97.0928,56.5303,1.436358333,0.977627635,0.3962677717,-0.7880704403,21604011698
"69",5.941e+09,5.94e+09,5.968e+09,6.578e+09,4.989e+09,1.6014e+10,4.92e+09,4.947e+09,2.21e+08,0.0256,30.6095,96.5039,1.863824129,-0.157234773,-0.1575145572,-1.140286922,83306692273
"70",1.663e+09,3.1e+08,1.506e+09,2.557e+09,8e+06,7.01e+09,1.671e+09,1.671e+09,1.4e+08,0,12.968,59.7496,1.623255014,-0.6711801291,0.1764878631,-0.7223693728,55813519601
"71",1200700000,1126500000,1189900000,1.632e+09,579900000,2229400000,930700000,984600000,52900000,0.1525,74.32,68.9124,1.415440917,-0.5590118766,0.3695001602,-0.5667194724,8610394154
"72",961015000,1150245000,925497000,1606664000,42034000,1704062000,582847000,712563000,40117000,0.1475,37.1633,22.3842,-1.845268011,3.415465593,1.224173665,-1.250861406,27750844275
"73",2.3402e+10,3.6952e+10,2.3445e+10,2.7156e+10,3.339e+10,6.5286e+10,1.8045e+10,1.808e+10,0,0.6042,323.502,177.6052,2.782934904,-0.4980864227,-0.3091830015,-0.9761818647,-26790357515
"74",1.119e+09,1.198e+09,1.148e+09,1.497e+09,1.15e+09,3.635e+09,4.76e+08,4.76e+08,1.2e+08,0.420080728051392,59.8663490364026,68.9664192719486,0.2625180185,-1.702405095,1.345121264,0.3335800171,52925693519.2237
"75",1141700000,954200000,1033500000,1398700000,710600000,2351500000,808400000,811800000,37900000,-0.0544,41.6253,26.1808,1.981976509,-0.2536195219,-0.0285382811,-0.9227935672,18389692667
"76",9.8e+07,2.768e+09,1.03e+08,1.13e+09,2.384e+09,7.181e+09,2.56e+08,2.59e+08,8.5e+07,0.0293,52.4973,20.81,-1.099414468,-0.7777886391,1.712587237,0.1795684248,22520170158
"77",8.249e+09,6.558e+09,8.293e+09,1.1015e+10,4.578e+09,1.7003e+10,6.147e+09,6.148e+09,0,0.0581,47.0307,212.7688,-0.8658227324,0.6429457664,0.7859306931,-0.9337725639,1.03681e+11
"78",5.298e+09,5.48e+09,5.298e+09,5.637e+09,5.48e+09,1.406e+10,3.962e+09,3.962e+09,0,0.0284,210.1285,140.7811,-1.605692506,0.2107294649,1.504481077,-0.3175646663,69492837955
"79",610700000,534700000,599400000,814700000,498400000,1216900000,422100000,425200000,35100000,0.1154,36.8586,37.8736,-1.652157545,0.670894444,-0.2089866251,-2.328542709,11881313344
"80",2.7e+09,1.426e+09,2.699e+09,2.923e+09,1.261e+09,5.403e+09,1.96e+09,1.96e+09,1.46e+08,0,5.0548,101.6236,4.397516251,1.108609676,0.04080044851,-0.5059677362,26181188024
"81",1.332e+09,2.502e+09,1.432e+09,2.86e+09,7.61e+08,3.576e+09,5.58e+08,6.71e+08,1.03e+08,0.0962,21.0668,125.6602,1.064278245,-0.749337852,0.9362137914,-0.00952841714,61339203514
"82",3.4e+09,5.549e+09,3.325e+09,5.417e+09,2.189e+09,7.792e+09,3.152e+09,3.152e+09,6.5e+07,0.2188,14.1121,6.9207,-0.3841905296,-0.2470330298,1.406348586,0.02852082998,53061781457
"83",399529000,604751000,396209000,518250000,543248000,1879275000,345777000,345777000,167715000,0,43.7937,51.7369,-1.269181371,0.5232101083,1.006512165,-0.7923105359,12179527160
"84",5.573e+09,5.171e+09,5.191e+09,6.208e+09,4.841e+09,1.4694e+10,4.046e+09,4.046e+09,9.54e+08,0,9.9843,49.3482,-1.704765797,4.251582146,1.139734626,-1.455477118,59043050426
"85",800851000,1454009000,774785000,1443442000,733388000,4428977000,630059000,630059000,95423000,0,19.9652,80.4974,-2.379868507,3.240231514,1.375938654,-1.201068997,16946670613
"86",6.5e+08,1.497e+09,7.3e+08,1.538e+09,1.101e+09,9.17e+08,2.9e+08,4.28e+08,2.2e+07,0,44.9142,19.3667,-1.996813416,0.7219289541,1.297640204,-0.7239540815,14057736468
"87",2.154e+09,1.767e+09,2.183e+09,2.643e+09,1.298e+09,5.802e+09,1.692e+09,1.721e+09,4.1e+07,0.5313,0,0,-1.072816014,2.830385208,0.837926805,-1.301480651,26783025365
"88",798900000,763600000,791700000,9.4e+08,703200000,1840800000,568600000,568600000,23300000,0.1447,63.8369,30.3998,-1.671401143,-0.6603364944,1.726073027,0.03001771308,17982663273
"89",1.35e+09,2e+09,8.82e+08,2.495e+09,2.111e+09,3.012e+09,7.75e+08,8.77e+08,3.2e+07,0,27.2207,44.4878,-0.2565850616,-1.493697643,1.27218473,0.05964889377,9636791206
"90",912083000,792896000,912083000,1008812000,729025000,2705235000,664505000,664505000,77403000,0.0387,21.3108,47.4585,4.731361866,1.034373283,-0.418795526,-1.037296772,12622565407
"91",4.95e+09,1.1767e+10,5.336e+09,1.5268e+10,2.172e+09,4.3634e+10,1.23e+09,1.506e+09,2.9e+08,0,73.6541,14.4966,0.9357200265,-0.3973374665,0.4562212527,-0.6113462448,1.37297e+11
"92",4.07e+09,3.77e+09,4.16e+09,4.765e+09,3.242e+09,1.6329e+10,2.637e+09,2.646e+09,0,0,113.0487,119.8911,-0.1483391523,-0.8846720457,1.171769619,-0.09798585624,82830027609
"93",3.04e+08,1.181e+09,3.04e+08,3.67e+08,1.161e+09,1.917e+09,2.87e+08,2.87e+08,2.8e+07,-0.152,0,160.3246,-0.4305259585,-0.1183003113,1.472086668,0.06785329431,12681153121
"94",3.449e+09,3.056e+09,3.694e+09,3.96e+09,2.62e+09,9.231e+09,2.4e+09,2.558e+09,1.09e+08,0.044,28.6947,32.8744,-0.1911484897,1.294895411,-0.3003028631,-2.08295846,57262881579
"95",1.139e+09,9.76e+08,1.139e+09,1.305e+09,7.82e+08,2.675e+09,8.23e+08,8.23e+08,5.3e+07,0.0875,59.6612,35.7609,-1.405281305,1.202476978,0.8353384137,-1.116571188,19643905356
"96",1.535e+09,1.616e+09,1.535e+09,1.655e+09,1.526e+09,3.329e+09,1.227e+09,1.235e+09,4.8e+07,0.6881,0,0,-0.7353018522,-0.5409604907,1.492653012,0.05429302901,9882057189
"97",1.8653e+10,2.4297e+10,1.9009e+10,2.9329e+10,1.1985e+10,9.4507e+10,1.1731e+10,1.1862e+10,8.26e+08,0.9387,32.8051,42.8853,0.292835176,-1.120443225,0.8943969011,-0.2394245267,2.6284e+11
"98",2.934e+09,2440800000,2607600000,3182700000,2324100000,4309400000,1962200000,1963700000,96500000,-0.259,9.825,46.8637,-2.021436214,1.363851428,1.120173573,-1.034657598,67070386658
"99",268436000,621552000,258368000,470415000,334162000,910992000,176553000,176553000,69164000,0,8.4833,4.675,-2.227539778,1.330442667,1.456058741,-0.7380717397,11291281267
"100",2.821e+09,2.378e+09,2.438e+09,3.432e+09,1.614e+09,5.737e+09,2.141e+09,2.187e+09,5.3e+07,0.0546,43.3314,59.3618,0.4409382641,-0.258995533,0.6100824475,-0.5919594765,22408412533
"101",1.533e+09,1.703e+09,1.465e+09,2.466e+09,-3.71e+08,2.398e+09,6.57e+08,6.59e+08,0,0.0728,38.927,152.5215,0.6837109327,-0.4604384601,0.785933435,-0.3284326196,25670404804
"102",1.717e+09,1.234e+09,1.458e+09,2.212e+09,5.59e+08,8.421e+09,9e+08,8.94e+08,1.45e+08,0,24.596,31.2687,-0.4603711367,-0.4984818399,0.8758024573,-0.5597113371,24299473815
"103",8.75e+08,2.136e+09,8.31e+08,2.118e+09,4.85e+08,2.074e+09,3.33e+08,3.68e+08,0,0.0364,42.7425,54.0485,0.07703353465,0.1079449207,0.5832073092,-0.8063269854,19142632855
"104",7.308e+09,1.2978e+10,7.318e+09,9.704e+09,1.2104e+10,2.222e+10,5.71e+09,6.015e+09,1.7e+08,0,0,0,0.3903139234,-2.065607071,1.410033464,0.4556502998,81522694911
"105",771338000,1104903000,770664000,1188817000,210433000,1414931000,557043000,557043000,31443000,0.4706,40.3573,60.4516,-0.3671575189,-0.290767312,0.6435895562,-0.8103078008,10803022139
"106",1.374e+09,-3.1e+08,1.466e+09,1.964e+09,-5.67e+08,2.283e+09,1.032e+09,1.032e+09,9.3e+07,0.420080728051392,59.8663490364026,68.9664192719486,0.5429611206,-0.6586291194,0.4594653845,-0.7092245817,52925693519.2237
"107",414600000,668900000,403100000,689700000,475300000,1632300000,139900000,139900000,43200000,0,41.4891,53.9977,0.3452233672,-0.6373606324,0.3082061112,-0.9356078506,14638371257
"108",1.066e+10,1.2934e+10,1.1044e+10,1.6616e+10,6.184e+09,1.8172e+10,6.257e+09,6.305e+09,0,0.0943,36.7102,38.3313,-0.1209638566,-0.1096329913,1.604366183,0.2887050807,79122931717
"109",4.556e+09,5.774e+09,4.48e+09,5.993e+09,2.805e+09,1.8424e+10,3.134e+09,3.179e+09,5.44e+08,-0.7596,28.9703,4.3029,-1.527710557,3.91067338,1.175296426,-1.276981831,1.02235e+11
"110",71500000,413700000,153300000,808500000,-32700000,5790200000,-168800000,-127800000,30600000,-0.2308,74.9031,59.6552,-0.3983227313,-0.4770413935,0.7338292599,-0.6888626814,17572052448
"111",5.5e+08,1.305e+09,1.01e+09,9.44e+08,8.98e+08,2.374e+09,2.61e+08,2.61e+08,6.1e+07,0,38.9002,31.065,-0.6742939353,0.1363578737,1.081307411,-0.4705403745,21775432051
"112",5.07e+08,2.738e+09,4.54e+08,1.26e+09,2.204e+09,7.767e+09,3.6e+08,3.6e+08,9.97e+08,0,2.6319,135.7842,2.464410305,-0.1358571351,-0.2499845624,-1.06840682,79476193000
"113",1.3982e+10,1.3666e+10,1.2309e+10,1.6174e+10,1.2891e+10,3.0606e+10,1.1e+08,1.1e+08,1.576e+09,0.1273,14.088,113.8359,-0.467617631,-0.3598886728,1.033575296,-0.392970711,1.77342e+11
"114",4.943e+09,4.641e+09,4.773e+09,6.274e+09,3.215e+09,4.773e+09,3.309e+09,3.309e+09,0,0.1282,28.2763,30.0939,-1.957386136,4.133430958,1.584946752,-1.037552714,66109837029
"115",1009830000,964160000,949834000,1289246000,692461000,2908523000,842586000,842586000,112835000,0.218,12.1208,45.3434,3.165313005,1.665432811,-0.4505986273,-1.479891062,21846469390
"116",6.14e+08,7.032e+09,5.7e+08,5.734e+09,4.015e+09,1.2581e+10,-1.733e+09,-1.733e+09,1.86e+08,0,30.0962,37.3361,2.587433815,0.03525099531,-0.179253459,-0.9812488556,51914987941
"117",2.826e+09,2.592e+09,2.801e+09,3.324e+09,2.215e+09,6.287e+09,2.101e+09,2.101e+09,2.67e+08,0.7778,4.8667,73.7243,-2.052432775,-0.3236720562,2.161625147,0.3288280368,32990698011
"118",709617000,1035345000,677960000,851513000,965991000,2540100000,575667000,575667000,203619000,-0.9804,9.2727,84.4928,2.149790287,-0.5573881269,-0.393740207,-1.25937295,14502581696
"119",4.027e+09,8.865e+09,4.021e+09,6.745e+09,6.828e+09,3.1538e+10,-5.94e+08,-5.96e+08,2.8e+08,0,16.7419,33.073,-1.869273186,4.135510921,1.090615273,-1.541772366,1.336e+11
"120",2.1287e+10,3.0618e+10,2.1323e+10,4.0706e+10,1.9218e+10,4.635e+10,1.4824e+10,1.486e+10,0,0.037,30.6173,37.2858,-0.7150233388,-1.705746293,1.711875439,0.4071315825,2.31987e+11
"121",3.038e+09,2.558e+09,2.098e+09,4.516e+09,-1.64e+08,3.201e+09,2.286e+09,2.286e+09,8.2e+07,0,26.643,73.0703,0.3688995242,-0.1070655212,0.9402250648,-0.2753258646,24452717544
"122",4.52e+09,4.773e+09,3.601e+09,6.8e+09,3.68e+08,5.624e+09,2.447e+09,2.549e+09,0,0.1005,24.9596,56.8008,-1.381373405,-0.5342960358,1.889626861,0.2859618366,81496258192
"123",5.462e+09,7.014e+09,5.264e+09,7.791e+09,1.846e+09,2.6493e+10,3.935e+09,3.935e+09,0,0.2894,24.4439,19.0065,-1.264717102,-0.06674198061,1.428627253,-0.2568509877,49174373180
"124",5298900000,1820300000,5274300000,7.226e+09,352900000,11786500000,2368400000,2370600000,83800000,0.075,100.049,330.3961,-1.421093345,3.308568239,0.9995761514,-1.325836062,80341495163
"125",3.544e+09,5.191e+09,3.597e+09,3.979e+09,4.937e+09,7.674e+09,2.689e+09,2.742e+09,0,0.1538,0,0,2.342697144,1.313905954,0.9295321107,-0.001870844164,31898196414
"126",2004316000,1802108000,2007818000,2408547000,1157080000,7221359000,1538960000,1538960000,34323000,0.04,31.2542,0,1.801417947,-0.6139363647,-0.001469207811,-0.8781768084,29742801086
"127",1.085e+09,1.2e+09,1.101e+09,1.394e+09,8.17e+08,2.605e+09,7.36e+08,7.88e+08,6.1e+07,0.0833,49.4841,49.0479,-0.6540718675,-0.8286889791,1.455975652,0.08815848827,15088724183
"128",2.058e+09,545200000,2011900000,2120400000,406900000,3669900000,1460300000,1462300000,55800000,0.25,14.1907,0,-0.9052670598,-0.3136318326,1.141231775,-0.4246679246,17617332408
"129",3450200000,4.022e+09,3403800000,4757900000,3372600000,11107100000,2650900000,2650900000,151400000,0.1429,31.4267,64.0277,0.09180240333,0.325933516,0.4010055959,-1.031522989,81229586733
"130",1.4835e+10,1.4295e+10,1.4804e+10,1.7846e+10,9.83e+09,2.6708e+10,1.2598e+10,1.3066e+10,3.93e+08,0.0769,58.2131,57.3226,2.671110392,-0.6723473072,-0.0488004759,-0.7444854379,1.89601e+11
"131",1.664e+09,2.576e+09,1.85e+09,3.062e+09,2.429e+09,6.618e+09,5.94e+08,6.81e+08,8e+07,0,11.2409,90.6188,1.981606603,-0.0519781895,-0.2117201984,-1.181753278,28758395616
